"amount";"duration";"payments";"no. of commited crimes '95";"name ";"region";"no. of inhabitants";"no. of municipalities with inhabitants < 499 ";"no. of municipalities with inhabitants 500-1999";"no. of municipalities with inhabitants 2000-9999 ";"no. of municipalities with inhabitants >10000 ";"no. of cities ";"ratio of urban inhabitants ";"average salary ";"no. of enterpreneurs per 1000 inhabitants ";"no. of commited crimes '96";"unemploymant rate '95";"unemploymant rate '96";"balance MAX";"balance MIN";"balance AVG";"balance STD";"balance VAR";"operation = credit in cash AVG";"operation = credit in cash STD";"operation = credit in cash SUM";"operation = credit in cash VAR";"operation = withdrawal in cash AVG";"operation = withdrawal in cash STD";"operation = withdrawal in cash SUM";"operation = withdrawal in cash VAR";"operation = remittance to another bank AVG";"operation = remittance to another bank STD";"operation = remittance to another bank SUM";"operation = remittance to another bank VAR";"operation = collection from another bank AVG";"operation = collection from another bank STD";"operation = collection from another bank SUM";"operation = collection from another bank VAR";"operation = credit card withdrawal AVG";"operation = credit card withdrawal STD";"operation = credit card withdrawal SUM";"operation = credit card withdrawal VAR";"operation = Null AVG";"operation = Null STD";"operation = Null SUM";"operation = Null VAR";"credit MAX";"credit MIN";"credit AVG";"credit STD";"credit CNT";"credit SUM";"credit VAR";"withdraw MAX";"withdraw MIN";"withdraw AVG";"withdraw STD";"withdraw CNT";"withdraw SUM";"withdraw VAR";"withdraw_total";"credit_total";"final Balance";"credit_month";"withdrawal_month";"household";"Account duration";"Gender";"crime_increase";"unemployment_increase";"age";"n_owners";"status";"loan_id";"credit_withdrawal_ratio";"credit_avg_salary_ratio";"profit_month";"profit_payments_ratio";"balace_max_credit";"balace_max_withdraw";"transactions_month";"A";"B";"C";"balance_min_credit";"balance_min_withdraw";"type credit MEAN";"type withdraw MEAN";"transactions_total";"confidence(true)";"confidence(false)";"prediction(status)"
210384;48;4383;9878;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;81;10108;6.63;7.75;121135.2;300.0;45912.39999999999;21519.72175583648;4.630984244486218E8;0.2542372881355932;0.4391692918015609;15;0.19286966686148452;0.4067796610169492;0.4954497805998453;24;0.24547048509643482;0.1016949152542373;0.30484112618719755;6;0.09292811221507889;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.23728813559322035;0.42907209629889254;14;0.18410286382232613;48984.0;38.2;8761.727586206896;14721.76180656418;29;254090.09999999998;2.1673027068921185E8;28400.0;14.6;6920.386666666668;6888.054193173276;30;207611.60000000003;4.7445290568091944E7;207611.60000000003;254090.09999999998;46478.49999999994;15880.63125;12975.725;6454.0;17;"M";1.023284065600324;1.1689291101055808;40;1;;5086;1.223872365513295;1.5604432789623661;2904.90625;0.6627666552589551;72151.2;92735.2;3.4705882352941178;7118.903663793104;6055.338333333332;0.020833333333333332;261.8;285.4;0.4915254237288136;0.5084745762711864;59;0.025364284588386465;0.9746357154116135;"false"
18324;12;1527;2595;"Kromeriz";"south Moravia";108871;41;29;7;2;6;62.1;8444;106;2305;3.24;3.47;54764.2;700.0;31402.28372093021;11502.504969878762;1.3230762058208564E8;0.18604651162790697;0.39142658862397905;16;0.15321477428180574;0.5232558139534884;0.5023882769812142;45;0.25239398084815323;0.12790697674418605;0.3359450805224315;11;0.11285909712722299;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.16279069767441862;0.3713398670404582;14;0.13789329685362517;30489.0;50.9;11270.390000000003;11651.048315253838;30;338111.70000000007;1.357469268443793E8;23600.0;14.6;5479.910714285715;5637.874361129654;56;306875.0;3.1785627311883107E7;306875.0;338111.70000000007;31236.70000000007;22540.779999999995;20458.333333333332;8319.0;15;"M";0.8882466281310212;1.0709876543209877;45;2;;6942;1.1017896537678207;2.6694433917574605;2082.446666666663;1.363750272866184;24275.199999999997;31164.199999999997;5.733333333333333;11270.389999999992;14978.422619047618;0.16666666666666666;649.1;685.4;0.3488372093023256;0.6511627906976745;86;0.08015172388111513;0.9198482761188849;"false"
191088;48;3981;2123;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;94;2134;4.83;5.45;57550.1;500.0;32688.03333333332;11262.531250822714;1.2684461017575826E8;0.20512820512820512;0.4064088645295095;16;0.16516816516816518;0.6282051282051282;0.4864121057259334;49;0.2365967365967366;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.16666666666666666;0.3750901767477265;13;0.1406926406926407;27111.0;65.2;9769.768965517243;10405.098682208756;29;283323.30000000005;1.082660785865024E8;18100.0;14.6;4998.600000000001;4536.056984503906;49;244931.40000000005;2.057581296666667E7;244931.40000000005;283323.30000000005;38391.899999999994;20237.37857142857;17495.100000000002;7300.0;14;"F";1.005181347150259;1.1283643892339545;34;1;;5270;1.1567455213990527;2.4718918494477307;2742.2785714285674;0.6888416406502305;30439.1;39450.1;5.571428571428571;10467.609605911326;12496.5;0.020833333333333332;434.8;485.4;0.3717948717948718;0.6282051282051282;78;0.02375074021330026;0.9762492597866997;"false"
333648;48;6951;6604;"Ceske Budejovice";"south Bohemia";177686;69;27;10;1;9;74.8;10045;135;6295;1.42;1.71;114446.1;500.0;61748.702061855656;26907.0130085192;7.239873490406214E8;0.25773195876288657;0.43965778632041186;25;0.19329896907216493;0.41237113402061853;0.4948185130173913;40;0.2448453608247423;0.14432989690721648;0.3532495199822607;14;0.1247852233676976;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.18556701030927836;0.39077638819024146;18;0.1527061855670103;48318.0;35.4;15476.625581395348;17137.904293520074;43;665494.9;2.937077635738538E8;64800.0;14.6;10475.54074074074;12904.050280735224;54;565679.2;1.6651451364774284E8;565679.2;665494.9;99815.70000000007;60499.536363636355;51425.38181818181;740.0;10;"M";0.9532101756511205;1.204225352112676;20;1;;6705;1.1764528375800276;6.022850807728855;9074.154545454541;1.3054459136030128;66128.1;49646.100000000006;9.7;45022.91078224101;40949.84107744107;0.020833333333333332;464.6;485.4;0.44329896907216493;0.5567010309278351;97;0.030383406324643314;0.9696165936753567;"false"
77808;12;6484;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;101117.1;1000.0;68874.72173913043;26062.87599367691;6.792735050617801E8;0.43478260869565216;0.5068698018697019;10;0.25691699604743085;0.43478260869565216;0.5068698018697019;10;0.25691699604743085;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.13043478260869565;0.34435022157509093;3;0.11857707509881422;33149.0;220.1;12957.092307692308;12527.347012666698;13;168442.2;1.5693442317576924E8;38000.0;14.6;11074.380000000001;13140.149312681177;10;110743.8;1.726635239595556E8;110743.8;168442.2;57698.40000000001;42110.55;27685.949999999997;0.0;4;"F";1.1567515202446397;1.4827586206896552;41;2;;7051;1.5210079480747458;3.357830316561678;14424.600000000006;2.2246452806909325;67968.1;63117.100000000006;5.75;29153.457692307697;16611.569999999996;0.16666666666666666;779.9;985.4;0.5652173913043478;0.43478260869565216;23;0.21282632971764792;0.7871736702823521;"false"
33144;12;2762;9878;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;81;10108;6.63;7.75;61770.9;900.0;32407.646875;13829.31451712406;1.9124994001353824E8;0.3125;0.47092907485988494;10;0.2217741935483871;0.25;0.43994134506405985;8;0.1935483870967742;0.125;0.3360107525161235;4;0.11290322580645161;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.3125;0.47092907485988494;10;0.2217741935483871;23496.0;2.6;5308.73;8010.014496149574;20;106174.59999999999;6.416033222852632E7;34880.0;14.6;6206.8;9977.040977254637;12;74481.6;9.954134666181818E7;74481.6;106174.59999999999;31692.999999999985;15167.800000000001;10640.228571428572;68.0;7;"M";1.023284065600324;1.1689291101055808;17;2;;6758;1.4255144894846512;1.4903999213913728;4527.571428571429;1.639236578049033;38274.9;26890.9;4.571428571428571;9859.070000000002;4433.428571428572;0.16666666666666666;897.4;885.4;0.625;0.375;32;0.03241948717876042;0.9675805128212396;"false"
67608;24;2817;18721;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;140;18696;1.6;1.96;54658.1;200.0;30181.317391304336;11585.48124431661;1.3422337566241196E8;0.08695652173913043;0.2881040655200304;2;0.08300395256916997;0.391304347826087;0.4990108793478453;9;0.24901185770750986;0.043478260869565216;0.20851441405707477;1;0.043478260869565216;0.2608695652173913;0.4489777585448796;6;0.2015810276679842;0.0;0.0;0;0.0;0.21739130434782608;0.42174116783664994;5;0.17786561264822134;25356.0;26.0;8868.415384615384;9449.027182982574;13;115289.4;8.92841147047436E7;21700.0;14.6;9808.36;7156.163740006075;10;98083.6;5.121067947377774E7;98083.6;115289.4;17205.79999999999;16469.914285714283;14011.942857142858;10869.0;7;"M";0.9986646012499333;1.2249999999999999;34;2;;6249;1.1754197439735081;1.664131988048326;2457.9714285714253;0.872549317916729;29302.1;32958.1;3.2857142857142856;7601.498901098899;4203.582857142857;0.08333333333333333;174.0;185.4;0.5652173913043478;0.43478260869565216;23;0.083870624989546;0.916129375010454;"false"
41856;48;872;18721;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;140;18696;1.6;1.96;56921.0;800.0;38559.26407766992;10181.211719891908;1.0365707208526433E8;0.14563106796116504;0.3544608441079367;15;0.125642490005711;0.4368932038834951;0.4984269945287159;45;0.2484294688749286;0.2912621359223301;0.45656578163942657;30;0.20845231296402056;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.1262135922330097;0.33371385096103495;13;0.11136493432324386;27216.0;22.0;10136.810714285715;10483.060909879867;28;283830.7;1.0989456604025128E8;15900.0;14.6;3290.1520000000005;4915.500984485272;75;246761.40000000005;2.4162149928475678E7;246761.40000000005;283830.7;37069.29999999996;18922.04666666667;16450.760000000002;1926.0;15;"M";0.9986646012499333;1.2249999999999999;36;1;;5808;1.1502232520969649;1.9118972079081205;2471.286666666667;2.8340443425076454;29705.0;41021.0;6.866666666666666;8785.235952380954;13160.608000000002;0.020833333333333332;778.0;785.4;0.27184466019417475;0.7281553398058253;103;0.027485433320016295;0.9725145666799837;"false"
92400;12;7700;9878;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;81;10108;6.63;7.75;131664.2;1000.0;42291.18557692309;20423.924476420427;4.1713669101852536E8;0.23076923076923078;0.42336537115199285;24;0.17923823749066467;0.41346153846153844;0.4948389347271312;43;0.244865571321882;0.21153846153846154;0.41037697382074245;22;0.16840926064227035;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.14423076923076922;0.3530249098933782;15;0.12462658700522779;45358.0;57.5;12853.67435897436;14592.810744420798;39;501293.30000000005;2.129501254224831E8;55600.0;14.6;6996.98769230769;9493.911447862054;65;454804.19999999984;9.013435457984616E7;454804.1999999999;501293.30000000005;46489.10000000015;33419.55333333334;30320.279999999988;1307.0;16;"M";1.023284065600324;1.1689291101055808;22;1;;5377;1.1022178335204473;3.2838315155088273;3099.273333333349;0.40250303030303236;86306.20000000001;76064.20000000001;6.5;20565.878974358977;23323.292307692296;0.08333333333333333;942.5;985.4;0.375;0.625;104;0.032894936516531414;0.9671050634834686;"false"
48312;24;2013;2123;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;94;2134;4.83;5.45;53030.3;600.0;31897.43297872342;9079.326169130547;8.243416368545876E7;0.13829787234042554;0.34706337402097365;13;0.12045298558682224;0.39361702127659576;0.4911711942619928;37;0.24124914207275225;0.1276595744680851;0.33549970925075906;12;0.11256005490734386;0.1702127659574468;0.3778347443378207;16;0.14275909402882636;0.0;0.0;0;0.0;0.1702127659574468;0.3778347443378207;16;0.14275909402882636;18117.0;37.7;6374.2555555555555;6176.607925308179;45;286841.5;3.815048546297981E7;13400.0;14.6;5013.453061224491;4614.243973967188;49;245659.20000000004;2.129124745129251E7;245659.20000000004;286841.5;41182.29999999996;16873.02941176471;14450.541176470591;10707.0;18;"F";1.005181347150259;1.1283643892339545;38;1;;5446;1.167639966262204;2.0609538795364246;2422.4882352941186;1.2034218754565915;34913.3;39630.3;5.222222222222222;10498.773856209154;9437.0881152461;0.041666666666666664;562.3;585.4;0.4787234042553192;0.5212765957446809;94;0.025629138973798815;0.9743708610262012;"false"
51360;12;4280;2112;"Trebic";"south Moravia";117897;139;28;5;1;6;53.8;8814;107;2059;4.76;5.74;158633.6;-2542.1;53636.37471264367;32197.490915176026;1.0366784212328427E9;0.3218390804597701;0.46988996419902246;28;0.2207965784549586;0.5287356321839081;0.5020673646029037;46;0.252071638599305;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.14942528735632185;0.3585739076677093;13;0.1285752472600909;49781.0;38.0;18153.104878048776;16445.498649751426;41;744277.2999999998;2.7045442583897597E8;56300.0;0.8;14777.119565217386;17005.954559449263;46;679747.4999999998;2.892024904780532E8;679747.4999999998;744277.2999999998;64529.80000000005;53162.66428571428;48553.39285714285;0.0;13;"M";0.974905303030303;1.2058823529411766;51;1;;5856;1.0949320151968196;6.031616097766539;4609.271428571432;1.076932576769026;108852.6;102333.6;6.6923076923076925;35009.5594076655;33776.27329192546;0.08333333333333333;-2580.1;-2542.9;0.47126436781609193;0.5287356321839081;87;0.9265453566991766;0.07345464330082337;"true"
102876;12;8573;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;60334.7;900.0;33057.37457627117;12670.953546334495;1.605530637733667E8;0.15254237288135594;0.36107907233705944;18;0.1303780964797914;0.3559322033898305;0.48083658806725954;42;0.23120382442416343;0.3644067796610169;0.4833157244765505;43;0.2335940895262929;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.1271186440677966;0.33452633101918045;15;0.11190786614515427;26892.0;45.6;9274.421212121213;10025.297104411595;33;306055.9;1.005065820317235E8;18600.0;3.0;3123.9952941176475;4244.421477430444;85;265539.60000000003;1.801511367807283E7;265539.60000000003;306055.9;40516.29999999999;19128.49375;16596.225000000002;1436.0;16;"F";0.9768395272069003;1.145263157894737;55;2;;4986;1.1525810086329873;1.7922321512227117;2532.2687499999993;0.29537720167969195;33442.7;41734.7;7.375;9854.072537878788;13472.229705882355;0.16666666666666666;854.4;897.0;0.2796610169491525;0.7203389830508474;118;0.0327960952342653;0.9672039047657347;"false"
300600;60;5010;1029;"Plzen - jih";"west Bohemia";67298;71;19;10;0;7;43.8;8561;110;1127;0.65;1.29;104169.8;400.0;53217.72947368419;20909.130855309246;4.3719175312444514E8;0.031578947368421054;0.17580402404729137;3;0.030907054871220606;0.4421052631578947;0.49927158587422754;42;0.24927211646136618;0.25263157894736843;0.43682658939781494;24;0.1908174692049272;0.1368421052631579;0.3455038354865923;13;0.11937290033594625;0.010526315789473684;0.10259783520851541;1;0.010526315789473684;0.12631578947368421;0.3339672956073309;12;0.11153415453527436;45094.0;137.0;15627.821428571426;16461.8724167304;28;437578.99999999994;2.709932434647091E8;28400.0;14.6;5427.653731343283;7263.700537027573;67;363652.79999999993;5.276134549161465E7;363652.80000000005;437578.99999999994;73926.1999999999;31255.64285714285;25975.2;1008.0;14;"M";1.0952380952380953;1.9846153846153847;32;1;;7001;1.203287861388665;3.6509336359237063;5280.442857142851;1.053980610208154;59075.8;75769.8;6.785714285714286;15627.821428571426;20547.54626865672;0.016666666666666666;263.0;385.4;0.29473684210526313;0.7052631578947368;95;0.024680437223401297;0.9753195627765987;"false"
97980;60;1633;818;"Rokycany";"west Bohemia";45714;52;10;5;1;6;55.6;8843;113;888;2.82;3.6;46398.6;700.0;24067.29854014602;7369.334427365105;5.430708990234858E7;0.18248175182481752;0.387658470484117;25;0.15027908973808501;0.43795620437956206;0.49795632144580737;60;0.24796049806784026;0.23357664233576642;0.4246585777842031;32;0.18033490768570204;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.145985401459854;0.3543873334901471;20;0.12559038213825674;16518.0;12.4;5760.453333333334;6035.720251913904;45;259220.40000000002;3.642991895936363E7;12700.0;14.6;2643.278260869566;2321.7018148084494;92;243181.60000000006;5390299.316884847;243181.60000000006;259220.40000000002;16038.79999999996;11782.745454545455;11053.709090909093;2148.0;21;"M";1.0855745721271393;1.2765957446808511;16;1;;6677;1.0659540030989185;1.3324375726049367;729.0363636363618;0.446439904247619;29880.6;33698.6;6.523809523809524;6022.292121212121;8410.430830039528;0.016666666666666666;687.6;685.4;0.3284671532846715;0.6715328467153284;137;0.12875252432500484;0.8712474756749952;"false"
99300;60;1655;2595;"Kromeriz";"south Moravia";108871;41;29;7;2;6;62.1;8444;106;2305;3.24;3.47;60868.8;600.0;39110.67083333335;10455.933721211097;1.0932654998235935E8;0.16666666666666666;0.3739787960033829;24;0.13986013986013987;0.4375;0.4978098887272985;63;0.2478146853146853;0.25;0.4345240946267408;36;0.1888111888111888;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.14583333333333334;0.35417095157150164;21;0.12543706293706294;27963.0;55.9;10091.195555555556;10456.743338455977;45;454103.80000000005;1.0934348124634346E8;21500.0;14.6;4261.658585858585;4899.1273352237695;99;421904.1999999999;2.400144864673675E7;421904.1999999999;454103.80000000005;32199.60000000015;19743.643478260874;18343.660869565214;5958.0;22;"M";0.8882466281310212;1.0709876543209877;23;1;;6665;1.0763196953241996;2.338186105904888;1399.98260869566;0.8459109418100664;32905.8;39368.8;6.545454545454546;9652.447922705318;14082.002283706628;0.016666666666666666;544.1;585.4;0.3125;0.6875;144;0.062128422244466686;0.9378715777555333;"false"
100800;24;4200;2123;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;94;2134;4.83;5.45;92354.7;-1571.5;26649.770312499997;22080.25606315518;4.87537707814501E8;0.1875;0.3933978962347216;12;0.15476190476190477;0.375;0.4879500364742666;24;0.23809523809523808;0.28125;0.4531634835874829;18;0.20535714285714285;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.15625;0.36596252735569995;10;0.13392857142857142;45402.0;2.3;9040.045454545456;14283.10784120703;22;198881.00000000003;2.0400716960354972E8;34500.0;2.4;4772.676190476192;7730.715055710564;42;200452.40000000005;5.976395527258999E7;200452.40000000005;198881.00000000003;-1571.4000000000233;12430.0625;12528.275000000001;11105.0;16;"F";1.005181347150259;1.1283643892339545;59;1;;5817;0.9921607324232585;1.5182682911933554;-98.21250000000146;-0.023383928571428916;46952.7;57854.7;4.0;3390.017045454544;7755.59880952381;0.041666666666666664;-1573.8;-1573.9;0.34375;0.65625;64;0.7758376179202654;0.22416238207973463;"true"
116040;60;1934;18721;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;140;18696;1.6;1.96;42494.9;900.0;29865.18974358974;8523.994736371053;7.265848626568142E7;0.2564102564102564;0.44235903005475674;10;0.19568151147098517;0.358974358974359;0.48597051498058946;14;0.23616734143049933;0.20512820512820512;0.4090738692453055;8;0.16734143049932526;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.1794871794871795;0.3887764119844716;7;0.15114709851551958;16041.0;37.8;5604.505882352942;5766.632104993193;17;95276.6;3.325404583433823E7;9800.0;14.6;2850.5363636363636;2901.295385159542;22;62711.799999999996;8417514.911948055;62711.799999999996;95276.6;32564.80000000001;11909.575;7838.974999999999;258.0;8;"M";0.9986646012499333;1.2249999999999999;57;2;;6984;1.5192770738521302;1.2033520258664243;4070.6000000000013;2.1047569803516035;26453.9;32694.9;4.875;6305.069117647059;4988.438636363636;0.03333333333333333;862.2;885.4;0.4358974358974359;0.5641025641025641;39;0.04281200866313428;0.9571879913368657;"false"
153504;48;3198;2595;"Kromeriz";"south Moravia";108871;41;29;7;2;6;62.1;8444;106;2305;3.24;3.47;65101.8;300.0;33651.10360360364;12123.17598214945;1.469713958941653E8;0.018018018018018018;0.13361967614920287;2;0.017854217854217855;0.4594594594594595;0.5006138737732412;51;0.25061425061425063;0.22522522522522523;0.4196250422522184;25;0.1760851760851761;0.15315315315315314;0.3617683386869709;17;0.13087633087633088;0.0;0.0;0;0.0;0.14414414414414414;0.3528287466861572;16;0.12448812448812449;28780.0;51.4;10267.271428571426;10782.11252343358;35;359354.49999999994;1.1625395046798323E8;17900.0;14.6;4364.752631578946;4323.794825951656;76;331721.19999999995;1.8695201696926314E7;331721.19999999995;359354.49999999994;27633.29999999999;21138.5;19513.011764705883;6649.0;17;"F";0.8882466281310212;1.0709876543209877;21;1;;6541;1.0833027855922384;2.5033751776409283;1625.4882352941167;0.5082827502483167;36321.8;47201.8;6.529411764705882;10871.228571428574;15148.259133126936;0.020833333333333332;248.6;285.4;0.3153153153153153;0.6846846846846847;111;0.06765699725807095;0.932343002741929;"false"
76944;12;6412;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;105970.4;500.0;40141.79545454546;22283.58371939613;4.965581033793363E8;0.22727272727272727;0.4209881540552882;25;0.17723102585487907;0.35454545454545455;0.480564722012935;39;0.23094245204336947;0.2909090909090909;0.45626031812798334;32;0.20817347789824855;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.12727272727272726;0.33480354116403843;14;0.11209341117597998;49059.0;39.5;12496.9358974359;14951.981359822077;39;487380.5000000001;2.2356174658446684E8;49800.0;14.6;6029.915492957744;6977.431874154761;71;428123.9999999999;4.868455555847082E7;428124.0;487380.5000000001;59256.50000000012;27076.69444444445;23784.666666666664;726.0;18;"M";1.1567515202446397;1.4827586206896552;40;1;;5117;1.1384096663583452;2.1590538588983694;3292.0277777777846;0.5134166839952877;56911.399999999994;56170.399999999994;6.111111111111111;14579.758547008549;17754.75117370892;0.08333333333333333;460.5;485.4;0.35454545454545455;0.6454545454545455;110;0.025082206243924543;0.9749177937560755;"false"
202848;48;4226;3736;"Sumperk";"north Moravia";127369;31;32;13;2;7;51.2;8369;107;2807;4.73;5.88;82957.9;800.0;37200.395945945966;17835.97670159513;3.181220648998442E8;0.06756756756756757;0.2527157199267822;5;0.06386523509811182;0.4189189189189189;0.4967498959126476;31;0.24676045908922625;0.20270270270270271;0.4047569786593151;15;0.16382821177341725;0.16216216216216217;0.3711155721116458;12;0.13772676786375418;0.0;0.0;0;0.0;0.14864864864864866;0.3581700993475614;11;0.128285820066642;38037.0;76.7;12468.107142857145;13741.97002260481;28;349107.00000000006;1.8884174010216925E8;27300.0;30.0;6854.45652173913;6172.214127150885;46;315305.0;3.809622723140097E7;315305.0;349107.00000000006;33802.00000000006;29092.25;26275.416666666668;6413.0;12;"M";0.7513383297644539;1.2431289640591965;56;2;;6097;1.1072041356781528;3.476191898673677;2816.833333333332;0.6665483514749958;44920.899999999994;55657.899999999994;6.166666666666667;16624.142857142855;19420.960144927536;0.041666666666666664;723.3;770.0;0.3783783783783784;0.6216216216216216;74;0.023608473788573336;0.9763915262114267;"false"
78600;24;3275;3496;"Trutnov";"east Bohemia";121947;37;28;7;3;11;70.5;8541;131;3839;2.51;2.97;67058.7;800.0;42902.40714285714;21203.475509252807;4.495873736714836E8;0.14285714285714285;0.36313651960128146;2;0.13186813186813187;0.21428571428571427;0.4258153136263201;3;0.1813186813186813;0.0;0.0;0;0.0;0.35714285714285715;0.4972451580988469;5;0.24725274725274726;0.0;0.0;0;0.0;0.2857142857142857;0.4688072309384954;4;0.21978021978021978;29474.0;51.1;10078.063636363637;11394.233730292945;11;110858.7;1.2982856230054548E8;18600.0;7400.0;14600.0;6248.199740725324;3;43800.0;3.904E7;43800.0;110858.7;67058.7;22171.739999999998;8760.0;0.0;5;"F";1.098112128146453;1.1832669322709166;41;1;;5389;2.531020547945205;2.595918510713031;13411.739999999998;4.095187786259541;37584.7;48458.7;2.8;12093.676363636361;-5840.0;0.041666666666666664;748.9;-6600.0;0.7857142857142857;0.21428571428571427;14;0.07610696176884157;0.9238930382311584;"false"
57120;48;1190;4340;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;118;4505;2.8;3.22;53271.2;1000.0;41985.62040816325;9814.24063820402;9.631931930457528E7;0.24489795918367346;0.4344830378784443;12;0.18877551020408165;0.3877551020408163;0.49228745543179364;19;0.2423469387755102;0.20408163265306123;0.4072055089639779;10;0.16581632653061226;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.16326530612244897;0.3734377890799553;8;0.13945578231292519;13722.0;33.7;5139.275000000001;5139.923679842461;20;102785.50000000001;2.641881543460526E7;6000.0;14.6;2069.772413793103;1448.327855271271;29;60023.399999999994;2097653.5763546797;60023.399999999994;102785.50000000001;42762.10000000002;10278.55;6002.339999999999;2939.0;9;"F";1.0380184331797235;1.1500000000000001;39;1;;7219;1.71242382137633;1.1085580241587574;4276.21;3.593453781512605;39549.2;47271.2;5.444444444444445;5139.274999999999;3932.567586206896;0.020833333333333332;966.3;985.4;0.40816326530612246;0.5918367346938775;49;0.027089506811420194;0.9729104931885798;"false"
390660;60;6511;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;164909.5;300.0;63544.64567901234;30163.746045298536;9.098515754852631E8;0.2839506172839506;0.453722599757676;23;0.2058641975308642;0.5061728395061729;0.5030769521187454;41;0.25308641975308643;0.09876543209876543;0.30020569080236215;8;0.09012345679012346;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.1111111111111111;0.31622776601683794;9;0.1;49094.0;43.5;20890.590625;16591.717328493123;32;668498.9;2.75285083908619E8;61600.0;14.6;12398.820408163265;13582.813178133416;49;607542.2;1.844928138320748E8;607542.2;668498.9;60956.70000000007;60772.62727272727;55231.109090909085;10755.0;10;"M";1.1567515202446397;1.4827586206896552;18;1;;6338;1.100333277260411;4.84591557871998;5541.518181818188;0.8511009340835798;115815.5;103309.5;8.1;39882.03664772728;42832.28868274582;0.016666666666666666;256.5;285.4;0.3950617283950617;0.6049382716049383;81;0.3288908535423607;0.6711091464576393;"true"
83628;36;2323;18721;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;140;18696;1.6;1.96;53379.4;500.0;29077.814705882356;10160.935911263676;1.0324461859280777E8;0.058823529411764705;0.23883257361061283;2;0.0570409982174688;0.5;0.5075192189225523;17;0.25757575757575757;0.0;0.0;0;0.0;0.23529411764705882;0.4305615452020461;8;0.1853832442067736;0.0;0.0;0;0.0;0.20588235294117646;0.41042563012190475;7;0.16844919786096257;20904.0;8.2;7395.458823529412;7512.62750873977;17;125722.8;5.6439572085073516E7;15400.0;14.6;5558.517647058825;4873.226774457978;17;94494.80000000002;2.374833919529411E7;94494.8;125722.8;31228.0;13969.199999999999;10499.422222222223;0.0;8;"M";0.9986646012499333;1.2249999999999999;19;1;;6922;1.3304732112243212;1.4114580175810851;3469.7777777777756;1.493662409719232;32475.4;37979.4;4.25;6573.741176470587;4940.9045751633985;0.027777777777777776;491.8;485.4;0.5;0.5;34;0.1768574832360078;0.8231425167639922;"false"
83628;36;2323;18721;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;140;18696;1.6;1.96;51781.0;500.0;29052.608823529416;9815.036532338105;9.63349421311316E7;0.058823529411764705;0.23883257361061283;2;0.0570409982174688;0.5;0.5075192189225523;17;0.25757575757575757;0.0;0.0;0;0.0;0.23529411764705882;0.4305615452020461;8;0.1853832442067736;0.0;0.0;0;0.0;0.20588235294117646;0.41042563012190475;7;0.16844919786096257;20904.0;8.2;7394.676470588235;7513.439687114802;17;125709.5;5.645177593191177E7;15400.0;14.6;5523.223529411765;4900.398401090646;17;93894.80000000002;2.4013904489411756E7;93894.80000000002;125709.5;31814.699999999983;13967.72222222222;10432.755555555555;0.0;8;"M";0.9986646012499333;1.2249999999999999;19;1;;5367;1.3388334604259233;1.4113087018512904;3534.9666666666653;1.521724781173769;30877.0;36381.0;4.25;6573.045751633986;4909.53202614379;0.027777777777777776;491.8;485.4;0.5;0.5;34;0.159406738296046;0.840593261703954;"false"
