"loan_id";"account_id";"date";"amount";"duration";"payments";"status";"district_id";"frequency";"client_id";"type";"birth_number";"no. of commited crimes '95 ";"name ";"region";"no. of inhabitants";"no. of municipalities with inhabitants < 499 ";"no. of municipalities with inhabitants 500-1999";"no. of municipalities with inhabitants 2000-9999 ";"no. of municipalities with inhabitants >10000 ";"no. of cities ";"ratio of urban inhabitants ";"average salary ";"no. of enterpreneurs per 1000 inhabitants ";"no. of commited crimes '96";"unemploymant rate '95 ";"unemploymant rate '96 ";"credit_month";"withdrawal_month";"household";"first_date";"Account duration";"Gender"
6895;9307;940919;41904;12;3492;1;68;"monthly issuance";11461;"OWNER";740708;5623;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;96;5887;4.09;4.72;18064.239999999998;16777.57;4654.0;930124;21;"M"
5882;4427;940926;87816;12;7318;1;32;"monthly issuance";5337;"OWNER";610502;4340;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;118;4505;2.8;3.22;12404.162499999997;11425.062500000002;5005.0;930607;16;"M"
5882;4427;940926;87816;12;7318;1;32;"monthly issuance";5338;"DISPONENT";665525;4340;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;118;4505;2.8;3.22;12404.162499999997;11425.062500000002;5005.0;930607;16;"F"
5754;3834;940928;23052;12;1921;1;54;"monthly issuance";4620;"OWNER";406101;18721;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;140;18696;1.6;1.96;15411.085714285717;14052.428571428574;3114.0;930119;22;"F"
5754;3834;940928;23052;12;1921;1;54;"monthly issuance";4621;"DISPONENT";460210;18721;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;140;18696;1.6;1.96;15411.085714285717;14052.428571428574;3114.0;930119;22;"M"
6594;7824;940928;189696;24;7904;-1;60;"monthly issuance";9675;"OWNER";705219;1879;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;115;2252;3.45;4.48;4500.0;0.0;0.0;940517;5;"F"
6738;8566;940929;230220;36;6395;-1;74;"monthly issuance";10566;"OWNER";426109;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;24825.483333333337;24298.341666666664;555.0;931008;12;"F"
6624;7965;940930;71460;12;5955;1;55;"monthly issuance";9844;"OWNER";450803;3659;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;111;3894;1.88;2.43;23879.954545454544;16905.30909090909;7268.0;931108;11;"M"
6624;7965;940930;71460;12;5955;1;55;"monthly issuance";9845;"DISPONENT";435615;3659;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;111;3894;1.88;2.43;23879.954545454544;16905.30909090909;7268.0;931108;11;"F"
6216;5952;940930;141240;24;5885;1;50;"monthly issuance";7195;"OWNER";620911;2123;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;94;2134;4.83;5.45;38419.11538461539;34890.52307692307;3028.0;930907;13;"M"
6229;6040;941002;11736;24;489;1;1;"monthly issuance";7299;"OWNER";380916;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;21825.073684210525;20404.831578947364;2635.0;930422;19;"M"
5887;4448;941003;192744;36;5354;1;60;"monthly issuance";5366;"OWNER";715920;1879;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;115;2252;3.45;4.48;19061.131250000002;17247.437500000004;0.0;930602;17;"F"
5887;4448;941003;192744;36;5354;1;60;"monthly issuance";5367;"DISPONENT";790606;1879;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;115;2252;3.45;4.48;19061.131250000002;17247.437500000004;0.0;930602;17;"M"
6808;8982;941012;227880;36;6330;1;64;"monthly issuance";11063;"OWNER";556104;4484;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;145;4265;1.6;2.31;26097.521428571425;22260.614285714288;0.0;930925;13;"F"
6808;8982;941012;227880;36;6330;1;64;"monthly issuance";11064;"DISPONENT";530709;4484;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;145;4265;1.6;2.31;26097.521428571425;22260.614285714288;0.0;930925;13;"M"
6297;6363;941025;17508;12;1459;1;74;"monthly issuance";7683;"OWNER";460401;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;13223.54;10021.733333333335;0.0;930801;15;"M"
5161;1012;941028;98184;24;4091;1;65;"monthly issuance";1216;"OWNER";455612;2157;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;105;2718;5.74;5.72;24914.05;7675.0;0.0;940709;4;"F"
5390;2167;941030;170256;24;7094;1;16;"monthly issuance";2623;"OWNER";655716;1874;"Jindrichuv Hradec";"south Bohemia";93931;74;21;10;1;8;56.9;8427;107;1913;1.12;1.54;24772.953333333335;21886.093333333334;5922.0;930808;15;"F"
6150;5622;941102;83016;12;6918;1;70;"monthly issuance";6789;"OWNER";790326;9878;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;81;10108;6.63;7.75;64206.157142857126;60996.37142857143;6327.0;930208;23;"M"
6223;5991;941103;61056;48;1272;1;1;"monthly issuance";7241;"OWNER";575906;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;16453.791666666664;13660.016666666668;1978.0;931121;12;"F"
5032;290;941103;123696;48;2577;1;56;"monthly issuance";352;"OWNER";400827;2854;"Breclav";"south Moravia";124605;11;42;14;1;8;46.0;8772;126;3158;4.69;4.98;25969.70909090909;23679.96363636364;2653.0;931202;11;"M"
6253;6148;941104;59760;24;2490;1;74;"monthly issuance";7422;"OWNER";581126;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;22230.52727272727;18491.145454545458;7847.0;931227;11;"M"
6253;6148;941104;59760;24;2490;1;74;"monthly issuance";7423;"DISPONENT";645908;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;22230.52727272727;18491.145454545458;7847.0;931227;11;"F"
6460;7133;941106;48672;36;1352;1;1;"monthly issuance";8610;"OWNER";485502;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;6290.25;4639.528571428571;2683.0;930917;15;"F"
6460;7133;941106;48672;36;1352;1;1;"monthly issuance";8611;"DISPONENT";481026;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;6290.25;4639.528571428571;2683.0;930917;15;"M"
6645;8041;941106;140400;36;3900;1;1;"monthly issuance";9933;"OWNER";411015;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;18674.621428571427;16655.214285714286;0.0;931010;14;"M"
5176;1106;941112;192552;24;8023;-1;20;"weekly issuance";1327;"OWNER";636231;1563;"Strakonice";"south Bohemia";70646;94;14;3;1;4;58.4;8547;120;1542;2.65;3.64;10557.360000000002;9075.666666666666;0.0;930829;16;"F"
5269;1527;941119;164052;36;4557;-1;31;"issuance after transaction";1851;"OWNER";755912;1328;"Tachov";"west Bohemia";51313;34;12;3;1;4;59.2;8930;108;1452;3.52;4.2;30323.59230769231;28722.723076923077;0.0;931117;13;"F"
5351;1978;941204;205200;36;5700;1;57;"weekly issuance";2403;"OWNER";635125;3729;"Hodonin";"south Moravia";161954;21;37;20;3;8;48.0;8720;116;3651;3.73;4.5;32818.110526315795;29945.157894736843;7001.0;930611;19;"F"
5861;4337;941208;51408;24;2142;1;29;"monthly issuance";5224;"OWNER";490724;818;"Rokycany";"west Bohemia";45714;52;10;5;1;6;55.6;8843;113;888;2.82;3.6;34903.515384615384;31118.984615384616;0.0;931116;14;"M"
5450;2345;941211;199680;60;3328;1;5;"monthly issuance";2834;"OWNER";490523;2616;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;118;3040;3.85;4.43;20145.899999999998;18722.74285714286;3612.0;931025;15;"M"
7142;10451;941219;482940;60;8049;-1;1;"monthly issuance";12859;"OWNER";765521;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;16068.464705882354;14983.800000000003;2439.0;930829;17;"F"
6306;6425;941220;36684;12;3057;1;31;"monthly issuance";7753;"OWNER";785923;1328;"Tachov";"west Bohemia";51313;34;12;3;1;4;59.2;8930;108;1452;3.52;4.2;14344.854545454542;12749.709090909093;4800.0;930329;22;"F"
6272;6226;941220;398640;60;6644;1;74;"weekly issuance";7521;"OWNER";605209;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;41190.87777777777;37895.5;0.0;930726;18;"F"
5044;344;941221;100980;60;1683;1;54;"monthly issuance";421;"OWNER";650731;18721;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;140;18696;1.6;1.96;15977.353846153846;12351.369230769233;4739.0;931201;13;"M"
5576;2962;941221;31248;12;2604;1;1;"monthly issuance";3576;"OWNER";395315;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;42884.439999999995;40188.31;0.0;930530;20;"F"
7192;10738;941221;115992;36;3222;1;45;"weekly issuance";13201;"OWNER";370517;2080;"Jicin";"east Bohemia";77917;85;19;6;1;5;53.5;8390;132;2122;2.28;2.89;19021.30952380953;18560.85714285714;186.0;930417;22;"M"
5739;3747;950102;76380;12;6365;1;1;"monthly issuance";4520;"OWNER";575628;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;11492.400000000001;8597.8;2389.0;940501;8;"F"
6526;7523;950103;288468;36;8013;1;63;"monthly issuance";9316;"OWNER";586026;1562;"Vyskov";"south Moravia";86513;38;36;5;1;5;50.5;8288;110;1460;3.79;4.52;19168.1;9400.0;0.0;940829;4;"F"
5624;3166;950103;177744;48;3703;-1;71;"monthly issuance";3829;"OWNER";720313;4980;"Novy Jicin";"north Moravia";161227;5;35;11;4;10;69.7;8678;102;4595;5.93;5.57;18146.805555555555;17356.216666666667;0.0;930810;17;"M"
6244;6118;950108;270648;36;7518;-1;1;"weekly issuance";7390;"OWNER";371104;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;44727.87272727272;40091.818181818184;4400.0;940307;10;"M"
5131;816;950108;48624;24;2026;1;52;"monthly issuance";980;"OWNER";610930;2564;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;61.9;8363;108;2799;2.52;3.49;40920.72222222222;38254.399999999994;4514.0;930805;17;"M"
6960;9640;950111;76416;24;3184;1;1;"monthly issuance";11866;"OWNER";370902;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;21977.078260869566;21443.90434782608;10597.0;930313;22;"M"
6960;9640;950111;76416;24;3184;1;1;"monthly issuance";11867;"DISPONENT";346119;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;21977.078260869566;21443.90434782608;10597.0;930313;22;"F"
6358;6715;950114;137880;60;2298;-1;48;"weekly issuance";8105;"OWNER";630312;1655;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;59.0;9060;124;1717;1.78;2.44;16356.052941176473;15181.529411764706;0.0;930915;16;"M"
5418;2245;950116;347952;48;7249;1;29;"monthly issuance";2719;"OWNER";646030;818;"Rokycany";"west Bohemia";45714;52;10;5;1;6;55.6;8843;113;888;2.82;3.6;36315.608695652176;33813.582608695644;0.0;930330;22;"F"
6598;7857;950118;68112;12;5676;1;75;"monthly issuance";9715;"OWNER";776130;4063;"Prerov";"north Moravia";138032;67;30;4;2;5;64.6;8819;99;4505;5.38;5.66;41513.672222222216;39323.877777777765;8157.0;930804;17;"F"
5464;2419;950130;95808;12;7984;1;24;"monthly issuance";2922;"OWNER";400907;5198;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;128;5273;1.39;2.01;50592.76666666667;45759.399999999994;0.0;931127;13;"M"
6591;7819;950202;20832;48;434;1;38;"monthly issuance";9670;"OWNER";480504;2653;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;104;2822;7.08;8.23;10978.66111111111;9985.744444444448;1953.0;930801;18;"M"
5724;3678;950205;316140;60;5269;-1;1;"monthly issuance";4433;"OWNER";680222;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;11978.9;11421.86086956522;5800.0;930324;23;"M"
6315;6472;950206;43164;12;3597;1;61;"monthly issuance";7814;"OWNER";765106;2112;"Trebic";"south Moravia";117897;139;28;5;1;6;53.8;8814;107;2059;4.76;5.74;38859.223076923074;36447.67692307692;0.0;940208;12;"F"
5876;4413;950208;221280;48;4610;1;74;"weekly issuance";5318;"OWNER";680328;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;33677.35384615384;31268.53846153846;7802.0;940115;14;"M"
5876;4413;950208;221280;48;4610;1;74;"weekly issuance";5319;"DISPONENT";645923;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;33677.35384615384;31268.53846153846;7802.0;940115;14;"F"
6986;9750;950211;151728;48;3161;-1;74;"monthly issuance";12003;"OWNER";760623;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;24949.97;22301.120000000003;0.0;940516;9;"M"
6294;6353;950212;79920;60;1332;1;26;"monthly issuance";7672;"OWNER";530405;6041;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;100.0;10787;131;6261;2.64;3.09;23858.6;21904.125;586.0;931126;14;"M"
5132;817;950217;538500;60;8975;1;5;"monthly issuance";981;"OWNER";600628;2616;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;118;3040;3.85;4.43;21511.133333333335;19571.883333333335;4605.0;940318;11;"M"
5877;4414;950223;97224;24;4051;1;24;"monthly issuance";5320;"OWNER";515407;5198;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;128;5273;1.39;2.01;12793.322222222223;11711.122222222224;3716.0;930910;17;"F"
5877;4414;950223;97224;24;4051;1;24;"monthly issuance";5321;"DISPONENT";500201;5198;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;128;5273;1.39;2.01;12793.322222222223;11711.122222222224;3716.0;930910;17;"M"
6227;6030;950304;28248;24;1177;1;47;"monthly issuance";7286;"OWNER";705210;6079;"Pardubice";"east Bohemia";162580;83;26;5;1;6;72.8;9538;111;5410;1.51;1.81;20953.34736842105;19178.126315789472;0.0;930824;19;"F"
7241;11021;950304;168984;24;7041;-1;1;"monthly issuance";13548;"OWNER";760318;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;46037.155;44821.93999999999;0.0;930810;19;"M"
6737;8564;950311;76680;24;3195;1;68;"monthly issuance";10563;"OWNER";490107;5623;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;96;5887;4.09;4.72;37886.173684210524;36455.04210526315;7170.0;930912;18;"M"
6737;8564;950311;76680;24;3195;1;68;"monthly issuance";10564;"DISPONENT";545319;5623;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;96;5887;4.09;4.72;37886.173684210524;36455.04210526315;7170.0;930912;18;"F"
7004;9869;950315;331560;60;5526;1;12;"monthly issuance";12144;"OWNER";801123;3804;"Pribram";"central Bohemia";107870;84;29;6;1;6;58.0;8754;137;3868;3.83;4.31;22981.319999999996;20581.719999999994;5887.0;930821;19;"M"
7004;9869;950315;331560;60;5526;1;12;"monthly issuance";12145;"DISPONENT";825625;3804;"Pribram";"central Bohemia";107870;84;29;6;1;6;58.0;8754;137;3868;3.83;4.31;22981.319999999996;20581.719999999994;5887.0;930821;19;"F"
6169;5700;950316;103680;60;1728;-1;42;"monthly issuance";6895;"OWNER";710624;1658;"Havlickuv Brod";"east Bohemia";95907;87;25;5;2;7;59.1;8388;87;1668;2.41;2.94;10831.74761904762;9392.333333333336;0.0;930720;20;"M"
5208;1247;950316;99696;48;2077;-1;25;"monthly issuance";1505;"OWNER";715625;1822;"Klatovy";"west Bohemia";88757;60;33;3;2;10;61.7;8554;113;2218;2.47;2.68;30913.790476190476;29343.933333333327;0.0;930608;21;"F"
6694;8316;950319;134784;24;5616;1;70;"monthly issuance";10269;"OWNER";405511;9878;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;81;10108;6.63;7.75;26467.43;24845.56;0.0;940604;9;"F"
5599;3064;950321;15420;12;1285;1;40;"monthly issuance";3705;"OWNER";655604;6949;"Teplice";"north Bohemia";128118;9;16;6;3;8;85.3;9317;97;6872;6.49;7.07;11007.330434782607;9621.79130434783;1455.0;930523;22;"F"
6546;7607;950327;31728;24;1322;1;1;"monthly issuance";9418;"OWNER";500410;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;16790.910526315787;15064.442105263159;6020.0;930905;18;"M"
6546;7607;950327;31728;24;1322;1;1;"monthly issuance";9419;"DISPONENT";506109;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;16790.910526315787;15064.442105263159;6020.0;930905;18;"F"
5414;2228;950329;185952;48;3874;1;34;"monthly issuance";2700;"OWNER";450222;5323;"Chomutov";"north Bohemia";125236;28;11;1;4;5;87.7;9675;100;5190;6.43;7.68;10704.675000000001;5800.0;0.0;940319;13;"M"
5453;2361;950401;156672;36;4352;1;28;"monthly issuance";2853;"OWNER";565425;1580;"Plzen - sever";"west Bohemia";72541;66;26;10;0;8;36.9;8594;112;1525;1.62;2.01;9706.207142857142;8043.957142857143;4613.0;940225;14;"F"
5740;3752;950402;18564;12;1547;1;1;"monthly issuance";4527;"OWNER";635204;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;15493.14;6840.0;0.0;941125;4;"F"
5804;4079;950405;158976;48;3312;1;52;"monthly issuance";4916;"OWNER";390109;2564;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;61.9;8363;108;2799;2.52;3.49;39892.41176470588;38781.847058823514;5009.0;931103;17;"M"
6745;8625;950410;47304;24;1971;1;64;"monthly issuance";10636;"OWNER";710803;4484;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;145;4265;1.6;2.31;66066.35555555555;62596.44444444443;8151.0;931110;17;"M"
6950;9591;950411;104712;24;4363;1;74;"monthly issuance";11804;"OWNER";441212;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;48125.85416666666;47217.466666666674;4146.0;930520;23;"M"
6996;9828;950413;126600;24;5275;1;11;"monthly issuance";12095;"OWNER";390227;3475;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;154;3529;0.45;0.59;33145.98333333333;31115.949999999986;0.0;930520;23;"M"
5352;1993;950415;68400;12;5700;-1;68;"monthly issuance";2422;"OWNER";765609;5623;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;96;5887;4.09;4.72;10457.699999999999;6466.666666666667;0.0;941030;6;"F"
6151;5628;950425;225420;60;3757;1;61;"monthly issuance";6798;"OWNER";485803;2112;"Trebic";"south Moravia";117897;139;28;5;1;6;53.8;8814;107;2059;4.76;5.74;14112.40909090909;11166.636363636364;0.0;940617;10;"F"
5310;1762;950428;248148;36;6893;1;28;"monthly issuance";2136;"OWNER";405724;1580;"Plzen - sever";"west Bohemia";72541;66;26;10;0;8;36.9;8594;112;1525;1.62;2.01;20456.247058823526;18038.09411764706;853.0;931211;16;"F"
5045;347;950501;187224;24;7801;-1;65;"monthly issuance";424;"OWNER";471008;2157;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;105;2718;5.74;5.72;29537.858823529405;26547.729411764696;0.0;931213;17;"M"
6929;9472;950508;36396;12;3033;1;1;"weekly issuance";11662;"OWNER";720403;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;41281.59565217391;39304.17391304348;5119.0;930706;22;"M"
5151;960;950524;189060;60;3151;1;4;"issuance after transaction";1157;"OWNER";586230;5244;"Kladno";"central Bohemia";149893;63;29;6;2;6;67.4;9753;109;5892;4.64;5.05;43139.2142857143;33289.857142857145;5940.0;941102;6;"F"
5212;1256;950529;71064;36;1974;1;38;"monthly issuance";1516;"OWNER";466017;2653;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;104;2822;7.08;8.23;16160.407142857142;13917.77142857143;1178.0;940421;14;"F"
5138;854;950530;87216;48;1817;1;62;"monthly issuance";1029;"OWNER";545316;2719;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;40.7;8544;109;2906;1.29;1.86;11070.919047619049;9794.952380952383;382.0;930921;20;"F"
5713;3629;950530;158760;60;2646;1;48;"monthly issuance";4377;"OWNER";780131;1655;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;59.0;9060;124;1717;1.78;2.44;17212.2;16378.18260869565;1894.0;930727;22;"M"
6704;8377;950601;417060;60;6951;1;29;"monthly issuance";10350;"OWNER";615914;818;"Rokycany";"west Bohemia";45714;52;10;5;1;6;55.6;8843;113;888;2.82;3.6;22741.952631578944;18479.915789473685;1172.0;931120;19;"F"
6704;8377;950601;417060;60;6951;1;29;"monthly issuance";10351;"DISPONENT";581110;818;"Rokycany";"west Bohemia";45714;52;10;5;1;6;55.6;8843;113;888;2.82;3.6;22741.952631578944;18479.915789473685;1172.0;931120;19;"M"
6474;7190;950606;63360;60;1056;1;49;"monthly issuance";8677;"OWNER";550814;1660;"Semily";"east Bohemia";75685;31;28;5;1;9;60.8;8208;155;2123;1.89;2.26;9625.380952380952;8404.64761904762;5394.0;930906;21;"M"
6474;7190;950606;63360;60;1056;1;49;"monthly issuance";8678;"DISPONENT";625712;1660;"Semily";"east Bohemia";75685;31;28;5;1;9;60.8;8208;155;2123;1.89;2.26;9625.380952380952;8404.64761904762;5394.0;930906;21;"F"
6676;8159;950613;29784;24;1241;1;26;"monthly issuance";10076;"OWNER";696225;6041;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;100.0;10787;131;6261;2.64;3.09;12124.04;4540.0;0.0;950208;5;"F"
6676;8159;950613;29784;24;1241;1;26;"monthly issuance";10077;"DISPONENT";730627;6041;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;100.0;10787;131;6261;2.64;3.09;12124.04;4540.0;0.0;950208;5;"M"
6965;9656;950613;139536;24;5814;1;61;"monthly issuance";11886;"OWNER";415913;2112;"Trebic";"south Moravia";117897;139;28;5;1;6;53.8;8814;107;2059;4.76;5.74;60535.86;58712.21;10721.0;931114;19;"F"
6725;8489;950623;265320;36;7370;1;19;"monthly issuance";10475;"OWNER";485828;999;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;120;1099;3.13;3.98;18738.13181818182;17134.027272727268;3835.0;930918;21;"F"
6725;8489;950623;265320;36;7370;1;19;"monthly issuance";10476;"DISPONENT";501204;999;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;120;1099;3.13;3.98;18738.13181818182;17134.027272727268;3835.0;930918;21;"M"
7166;10630;950624;198240;24;8260;1;41;"monthly issuance";13071;"OWNER";560218;6445;"Usti nad Labem";"north Bohemia";118650;8;8;5;1;3;85.6;9832;114;5471;3.32;4.48;13007.866666666667;7117.166666666667;7303.0;950115;6;"M"
7138;10440;950703;60000;60;1000;1;72;"monthly issuance";12844;"OWNER";461015;9672;"Olomouc";"north Moravia";226122;32;50;7;4;4;62.6;8994;110;9208;3.8;4.79;8378.93181818182;7611.736363636365;2960.0;930913;22;"M"
5970;4774;950709;465072;48;9689;1;66;"monthly issuance";5760;"OWNER";480508;2247;"Zdar nad Sazavou";"south Moravia";125832;151;41;2;3;5;48.3;8512;102;2103;3.51;4.12;24232.752631578955;22277.357894736837;5200.0;940114;19;"M"
5970;4774;950709;465072;48;9689;1;66;"monthly issuance";5761;"DISPONENT";415511;2247;"Zdar nad Sazavou";"south Moravia";125832;151;41;2;3;5;48.3;8512;102;2103;3.51;4.12;24232.752631578955;22277.357894736837;5200.0;940114;19;"F"
6157;5650;950710;98592;24;4108;1;10;"issuance after transaction";6829;"OWNER";636224;3810;"Praha - vychod";"central Bohemia";92084;55;29;4;3;5;46.7;10124;141;4316;0.56;0.54;23204.557142857146;16937.14285714286;10530.0;950108;7;"F"
6153;5632;950725;285600;60;4760;1;5;"weekly issuance";6803;"OWNER";806207;2616;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;118;3040;3.85;4.43;29909.366666666665;26776.666666666668;0.0;941115;8;"F"
6153;5632;950725;285600;60;4760;1;5;"weekly issuance";6804;"DISPONENT";810607;2616;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;118;3040;3.85;4.43;29909.366666666665;26776.666666666668;0.0;941115;8;"M"
5693;3489;950801;44088;24;1837;1;9;"monthly issuance";4217;"OWNER";515625;2987;"Nymburk";"central Bohemia";81344;61;23;4;2;6;55.3;8899;149;2487;3.39;3.97;16008.912500000002;10462.85;3373.0;941208;8;"F"
5922;4580;950805;20220;12;1685;1;9;"monthly issuance";5521;"OWNER";735515;2987;"Nymburk";"central Bohemia";81344;61;23;4;2;6;55.3;8899;149;2487;3.39;3.97;21950.5;19341.883333333335;8723.0;940827;12;"F"
5959;4727;950811;107640;24;4485;1;2;"monthly issuance";5701;"OWNER";596122;2159;"Benesov";"central Bohemia";88884;80;26;6;2;5;46.7;8507;132;2674;1.67;1.85;33397.299999999996;24065.085714285717;3580.0;950213;7;"F"
5980;4825;950818;21396;12;1783;1;15;"monthly issuance";5826;"OWNER";680909;1845;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;124;1879;3.13;3.6;12901.606666666667;11249.466666666669;0.0;940604;15;"M"
5980;4825;950818;21396;12;1783;1;15;"monthly issuance";5827;"DISPONENT";755128;1845;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;124;1879;3.13;3.6;12901.606666666667;11249.466666666669;0.0;940604;15;"F"
6764;8776;950826;33984;48;708;1;64;"monthly issuance";10818;"OWNER";720804;4484;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;145;4265;1.6;2.31;14089.83846153846;10669.400000000001;0.0;940824;13;"M"
5237;1375;950829;45336;24;1889;1;19;"monthly issuance";1663;"OWNER";570429;999;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;120;1099;3.13;3.98;21274.13529411765;18930.623529411765;5930.0;940427;17;"M"
6726;8492;950903;85860;60;1431;1;2;"monthly issuance";10479;"OWNER";556020;2159;"Benesov";"central Bohemia";88884;80;26;6;2;5;46.7;8507;132;2674;1.67;1.85;12120.0;9495.533333333335;4403.0;940629;16;"F"
6933;9493;950909;188688;48;3931;1;64;"monthly issuance";11685;"OWNER";655723;4484;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;145;4265;1.6;2.31;21900.233333333334;17970.266666666666;6803.0;950402;6;"F"
5145;915;950916;309552;48;6449;1;72;"monthly issuance";1102;"OWNER";350129;9672;"Olomouc";"north Moravia";226122;32;50;7;4;4;62.6;8994;110;9208;3.8;4.79;36767.477777777785;31011.97777777778;14291.0;950118;9;"M"
